Dataset (indv datasets within larger group),Full name dataset (top of page),CxG Link,h5ad link,Reference_DOI,Bionetworks reference,Standard category present? (T/F),Standard category cell_type present? (T/F),Author Category Cell Type Field Name,Content,Value type(s),Notes,Study Short Name,CxG Dataset Collection X,Is the dataset Normal or Normal/Diseased,Stage
Single-nucleus RNA-seq of the Adult Human Kidney (Version 1.5),An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),https://cellxgene.cziscience.com/e/a12ccb9b-4fbe-457d-8590-ac78053259ef.cxg/,https://datasets.cellxgene.cziscience.com/7d8af09a-2f96-49f9-a473-f561a332f25d.h5ad,,,T,T,region,Other,"Normal, abbreviations",,KPMP,https://cellxgene.cziscience.com/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f,Both,Adult
Single-nucleus RNA-seq of the Adult Human Kidney (Version 1.5),An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),https://cellxgene.cziscience.com/e/a12ccb9b-4fbe-457d-8590-ac78053259ef.cxg/,https://datasets.cellxgene.cziscience.com/7d8af09a-2f96-49f9-a473-f561a332f25d.h5ad,,,T,T,specimen,Other,Normal,,KPMP,https://cellxgene.cziscience.com/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f,Both,Adult
Single-cell RNA-seq of the Adult Human Kidney (Version 1.5),An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),https://cellxgene.cziscience.com/e/dea717d4-7bc0-4e46-950f-fd7e1cc8df7d.cxg/,https://datasets.cellxgene.cziscience.com/f5b6d620-76df-45c5-9524-e5631be0e44a.h5ad,,,T,T,subclass.l1,Cell types ,Abbreviations,,KPMP,https://cellxgene.cziscience.com/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f,Both,Adult
Single-cell RNA-seq of the Adult Human Kidney (Version 1.5),An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),https://cellxgene.cziscience.com/e/dea717d4-7bc0-4e46-950f-fd7e1cc8df7d.cxg/,https://datasets.cellxgene.cziscience.com/f5b6d620-76df-45c5-9524-e5631be0e44a.h5ad,,,T,T,author_cell_type,Cell types ,Abbreviations,,KPMP,https://cellxgene.cziscience.com/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f,Both,Adult
Single-cell RNA-seq of the Adult Human Kidney (Version 1.5),An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),https://cellxgene.cziscience.com/e/dea717d4-7bc0-4e46-950f-fd7e1cc8df7d.cxg/,https://datasets.cellxgene.cziscience.com/f5b6d620-76df-45c5-9524-e5631be0e44a.h5ad,,,T,T,clusterClass,Cell types ,Normal,,KPMP,https://cellxgene.cziscience.com/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f,Both,Adult
Single-cell RNA-seq of the Adult Human Kidney (Version 1.5),An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),https://cellxgene.cziscience.com/e/dea717d4-7bc0-4e46-950f-fd7e1cc8df7d.cxg/,https://datasets.cellxgene.cziscience.com/f5b6d620-76df-45c5-9524-e5631be0e44a.h5ad,,,T,T,Age_binned,Other,Normal,,KPMP,https://cellxgene.cziscience.com/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f,Both,Adult
Single-cell RNA-seq of the Adult Human Kidney (Version 1.5),An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),https://cellxgene.cziscience.com/e/dea717d4-7bc0-4e46-950f-fd7e1cc8df7d.cxg/,https://datasets.cellxgene.cziscience.com/f5b6d620-76df-45c5-9524-e5631be0e44a.h5ad,,,T,T,LibraryID,Other,Normal,,KPMP,https://cellxgene.cziscience.com/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f,Both,Adult
Single-cell RNA-seq of the Adult Human Kidney (Version 1.5),An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),https://cellxgene.cziscience.com/e/dea717d4-7bc0-4e46-950f-fd7e1cc8df7d.cxg/,https://datasets.cellxgene.cziscience.com/f5b6d620-76df-45c5-9524-e5631be0e44a.h5ad,,,T,T,Race,Other,Normal,,KPMP,https://cellxgene.cziscience.com/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f,Both,Adult
Single-cell RNA-seq of the Adult Human Kidney (Version 1.5),An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),https://cellxgene.cziscience.com/e/dea717d4-7bc0-4e46-950f-fd7e1cc8df7d.cxg/,https://datasets.cellxgene.cziscience.com/f5b6d620-76df-45c5-9524-e5631be0e44a.h5ad,,,T,T,Run,Other,Normal,,KPMP,https://cellxgene.cziscience.com/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f,Both,Adult
Single-cell RNA-seq of the Adult Human Kidney (Version 1.5),An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),https://cellxgene.cziscience.com/e/dea717d4-7bc0-4e46-950f-fd7e1cc8df7d.cxg/,https://datasets.cellxgene.cziscience.com/f5b6d620-76df-45c5-9524-e5631be0e44a.h5ad,,,T,T,SampleID,Other,Normal,,KPMP,https://cellxgene.cziscience.com/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f,Both,Adult
Single-cell RNA-seq of the Adult Human Kidney (Version 1.5),An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),https://cellxgene.cziscience.com/e/dea717d4-7bc0-4e46-950f-fd7e1cc8df7d.cxg/,https://datasets.cellxgene.cziscience.com/f5b6d620-76df-45c5-9524-e5631be0e44a.h5ad,,,T,T,SpecimenID,Other,Normal,,KPMP,https://cellxgene.cziscience.com/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f,Both,Adult
Single-cell RNA-seq of the Adult Human Kidney (Version 1.5),An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),https://cellxgene.cziscience.com/e/dea717d4-7bc0-4e46-950f-fd7e1cc8df7d.cxg/,https://datasets.cellxgene.cziscience.com/f5b6d620-76df-45c5-9524-e5631be0e44a.h5ad,,,T,T,clusterNumber,Other,Normal,,KPMP,https://cellxgene.cziscience.com/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f,Both,Adult
Single-cell RNA-seq of the Adult Human Kidney (Version 1.5),An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),https://cellxgene.cziscience.com/e/dea717d4-7bc0-4e46-950f-fd7e1cc8df7d.cxg/,https://datasets.cellxgene.cziscience.com/f5b6d620-76df-45c5-9524-e5631be0e44a.h5ad,,,T,T,dataSource,Other,Abbreviations,,KPMP,https://cellxgene.cziscience.com/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f,Both,Adult
Single-cell RNA-seq of the Adult Human Kidney (Version 1.5),An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),https://cellxgene.cziscience.com/e/dea717d4-7bc0-4e46-950f-fd7e1cc8df7d.cxg/,https://datasets.cellxgene.cziscience.com/f5b6d620-76df-45c5-9524-e5631be0e44a.h5ad,,,T,T,diabetes_history,Other,Normal,,KPMP,https://cellxgene.cziscience.com/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f,Both,Adult
Single-cell RNA-seq of the Adult Human Kidney (Version 1.5),An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),https://cellxgene.cziscience.com/e/dea717d4-7bc0-4e46-950f-fd7e1cc8df7d.cxg/,https://datasets.cellxgene.cziscience.com/f5b6d620-76df-45c5-9524-e5631be0e44a.h5ad,,,T,T,disease_category,Other,"Normal, abbreviations",,KPMP,https://cellxgene.cziscience.com/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f,Both,Adult
Single-cell RNA-seq of the Adult Human Kidney (Version 1.5),An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),https://cellxgene.cziscience.com/e/dea717d4-7bc0-4e46-950f-fd7e1cc8df7d.cxg/,https://datasets.cellxgene.cziscience.com/f5b6d620-76df-45c5-9524-e5631be0e44a.h5ad,,,T,T,diseasetype,Other,"Normal, abbreviations",,KPMP,https://cellxgene.cziscience.com/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f,Both,Adult
Single-cell RNA-seq of the Adult Human Kidney (Version 1.5),An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),https://cellxgene.cziscience.com/e/dea717d4-7bc0-4e46-950f-fd7e1cc8df7d.cxg/,https://datasets.cellxgene.cziscience.com/f5b6d620-76df-45c5-9524-e5631be0e44a.h5ad,,,T,T,eGFR,Other,Normal,,KPMP,https://cellxgene.cziscience.com/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f,Both,Adult
Single-cell RNA-seq of the Adult Human Kidney (Version 1.5),An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),https://cellxgene.cziscience.com/e/dea717d4-7bc0-4e46-950f-fd7e1cc8df7d.cxg/,https://datasets.cellxgene.cziscience.com/f5b6d620-76df-45c5-9524-e5631be0e44a.h5ad,,,T,T,hypertension,Other,Normal,,KPMP,https://cellxgene.cziscience.com/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f,Both,Adult
Single-cell RNA-seq of the Adult Human Kidney (Version 1.5),An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),https://cellxgene.cziscience.com/e/dea717d4-7bc0-4e46-950f-fd7e1cc8df7d.cxg/,https://datasets.cellxgene.cziscience.com/f5b6d620-76df-45c5-9524-e5631be0e44a.h5ad,,,T,T,orig.ident,Other,Normal,,KPMP,https://cellxgene.cziscience.com/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f,Both,Adult
Single-cell RNA-seq of the Adult Human Kidney (Version 1.5),An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),https://cellxgene.cziscience.com/e/dea717d4-7bc0-4e46-950f-fd7e1cc8df7d.cxg/,https://datasets.cellxgene.cziscience.com/f5b6d620-76df-45c5-9524-e5631be0e44a.h5ad,,,T,T,sampletype,Other,Abbreviations,,KPMP,https://cellxgene.cziscience.com/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f,Both,Adult
DCM/ACM heart cell atlas: All cells,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,https://cellxgene.cziscience.com/e/65badd7a-9262-4fd1-9ce2-eb5dc0ca8039.cxg/,https://datasets.cellxgene.cziscience.com/a4279399-5621-46bb-ac2c-aba78ae683aa.h5ad,,,T,T,cell_states,Cell types ,Abbreviations,,Reichart et al. (2022) Science,https://cellxgene.cziscience.com/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb,Diseased,Adult
All-snRNA-Spatial multi-omic map of human myocardial infarction,Spatial multi-omic map of human myocardial infarction,https://cellxgene.cziscience.com/e/1c739a3e-c3f5-49d5-98e0-73975e751201.cxg/,https://datasets.cellxgene.cziscience.com/171ed79a-b829-4efb-98bf-14951e8a4c90.h5ad,,,T,T,cell_type_original ,Cell types ,"Normal, abbreviations",,Kuppe et al. (2022) Nature,https://cellxgene.cziscience.com/collections/8191c283-0816-424b-9b61-c3e1d6258a77,Diseased,Adult
All-snATAC-Spatial multi-omic map of human myocardial infarctio,Spatial multi-omic map of human myocardial infarction,https://cellxgene.cziscience.com/e/72a69193-d84a-42f6-98a3-d7ef0ec0c381.cxg/,https://datasets.cellxgene.cziscience.com/c834dd56-af8d-4f48-a420-6e2144ec7336.h5ad,,,T,T,cell_type_original ,Cell types ,"Normal, abbreviations",,Kuppe et al. (2022) Nature,https://cellxgene.cziscience.com/collections/8191c283-0816-424b-9b61-c3e1d6258a77,Diseased,Adult
snRNA-seq data for human cerebella from 9-12 developmental stages,Cellular development and evolution of the mammalian cerebellum,https://cellxgene.cziscience.com/e/bab7432a-5cfe-45ea-928c-422d03c45cdd.cxg/,https://datasets.cellxgene.cziscience.com/b23a3e02-d6f9-43a3-bb1b-38af6860c092.h5ad,,,T,T,precisest_label,Cell types ,"Normal, abbreviations",,Sepp et al. (2023) Nature,https://cellxgene.cziscience.com/collections/72d37bc9-76cc-442d-9131-da0e273862db,Normal,Adult
snRNA-seq data for human cerebella from 9-12 developmental stages,Cellular development and evolution of the mammalian cerebellum,https://cellxgene.cziscience.com/e/bab7432a-5cfe-45ea-928c-422d03c45cdd.cxg/,https://datasets.cellxgene.cziscience.com/b23a3e02-d6f9-43a3-bb1b-38af6860c092.h5ad,,,T,T,author_cell_type,Cell types ,"Normal, abbreviations",,Sepp et al. (2023) Nature,https://cellxgene.cziscience.com/collections/72d37bc9-76cc-442d-9131-da0e273862db,Normal,Adult
snRNA-seq data for human cerebella from 9-12 developmental stages,Cellular development and evolution of the mammalian cerebellum,https://cellxgene.cziscience.com/e/bab7432a-5cfe-45ea-928c-422d03c45cdd.cxg/,https://datasets.cellxgene.cziscience.com/b23a3e02-d6f9-43a3-bb1b-38af6860c092.h5ad,,,T,T,subtype,Cell types ,"Normal, abbreviations",,Sepp et al. (2023) Nature,https://cellxgene.cziscience.com/collections/72d37bc9-76cc-442d-9131-da0e273862db,Normal,Adult
snRNA-seq data for human cerebella from 9-12 developmental stages,Cellular development and evolution of the mammalian cerebellum,https://cellxgene.cziscience.com/e/bab7432a-5cfe-45ea-928c-422d03c45cdd.cxg/,https://datasets.cellxgene.cziscience.com/b23a3e02-d6f9-43a3-bb1b-38af6860c092.h5ad,,,T,T,broad_lineage ,Cell types ,"Normal, abbreviations",,Sepp et al. (2023) Nature,https://cellxgene.cziscience.com/collections/72d37bc9-76cc-442d-9131-da0e273862db,Normal,Adult
snRNA-seq data for mouse cerebella from 9-12 developmental stages,Cellular development and evolution of the mammalian cerebellum,https://cellxgene.cziscience.com/e/72eb2332-b308-4014-8d25-95233a9aff1e.cxg/,https://datasets.cellxgene.cziscience.com/18fb432a-be41-4677-9396-e1680a0852bf.h5ad,,,T,T,precisest_label,Cell types ,"Normal, abbreviations",,Sepp et al. (2023) Nature,https://cellxgene.cziscience.com/collections/72d37bc9-76cc-442d-9131-da0e273862db,Normal,Adult
snRNA-seq data for mouse cerebella from 9-12 developmental stages,Cellular development and evolution of the mammalian cerebellum,https://cellxgene.cziscience.com/e/72eb2332-b308-4014-8d25-95233a9aff1e.cxg/,https://datasets.cellxgene.cziscience.com/18fb432a-be41-4677-9396-e1680a0852bf.h5ad,,,T,T,author_cell_type,Cell types ,"Normal, abbreviations",,Sepp et al. (2023) Nature,https://cellxgene.cziscience.com/collections/72d37bc9-76cc-442d-9131-da0e273862db,Normal,Adult
snRNA-seq data for mouse cerebella from 9-12 developmental stages,Cellular development and evolution of the mammalian cerebellum,https://cellxgene.cziscience.com/e/72eb2332-b308-4014-8d25-95233a9aff1e.cxg/,https://datasets.cellxgene.cziscience.com/18fb432a-be41-4677-9396-e1680a0852bf.h5ad,,,T,T,subtype,Cell types ,"Normal, abbreviations",,Sepp et al. (2023) Nature,https://cellxgene.cziscience.com/collections/72d37bc9-76cc-442d-9131-da0e273862db,Normal,Adult
